[0, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[45, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[46, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[47, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[48, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[49, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[50, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[51, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[52, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[53, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[54, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[55, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[56, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[57, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[58, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[59, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[60, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[61, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[62, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[63, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[64, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[65, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[66, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[67, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[68, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[69, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[70, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[71, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[72, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[73, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[74, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[75, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[76, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[77, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[78, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[79, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[80, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[81, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[82, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[83, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[84, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[85, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[86, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[87, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[88, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[89, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[90, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[91, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[92, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[93, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[94, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[95, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[96, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[97, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[98, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
[99, [0.1313659537133193, -0.4676800412833581, -0.46037973819947703, 0.5700540864390684, 0.4765576569311281]]
